perangkatid;name;processor_brand;processor_name;ram;storage_capacity;storage_type;battery;screen;graphic;price
30001;ASUS ROG Strix SCAR 17 Core i9 12th Gen;Intel;Core i9;32 GB;1 TB;SSD;4;WQHD, IPS-level, 300nits, Contras 1000:1, Anti-glare display;NVIDIA GeForce RTX 3070 Ti;49042413
30002;ASUS ROG Strix SCAR 15 Core i9 12th Gen;Intel;Core i9;32 GB;1 TB;SSD;3;WQHD, IPS-level, 300nits, Contras 1000:1, Anti-glare display;NVIDIA GeForce RTX 3070 Ti;47998913
30003;HP Victus Ryzen 7 Octa Core 5800H;AMD;Ryzen 7 Octa Core;16 GB;512 GB;SSD;5;Full HD, 144 Hz, 7 ms response time, IPS, micro-edge, anti-glare, Low Blue Light, Brightness: 300 nits, 137 ppi;NVIDIA GeForce RTX 3050;21723791
30004;Lenovo IdeaPad Gaming 3i Ryzen 7 Octa Core R7;AMD;Ryzen 7 Octa Core;16 GB;512 GB;SSD;4;Full HD Anti-glare Display, 250nits Brightness, 120Hz, 45 Percent NTSC, DC Dimmer;NVIDIA GeForce RTX 3050;18306537
30005;Lenovo Yoga Slim 7 Core i5 11th Gen;Intel;Core i5;16 GB;512 GB;SSD;12;Full HD;Intel Integrated Intel;15859113
30006;Lenovo Yoga Slim 7 Core i7 11th Gen;Intel;Core i7;16 GB;512 GB;SSD;15;"14"" FHD (1920x1080) | IPS Technology | 300Nits Brightness |100% sRGB";Intel Integrated Iris Xe Graphics;16361036
30007;Lenovo Lenovo V15 Celeron Dual Core;Intel;Celeron Dual Core;4 GB;256 GB;SSD;6;;Intel Integrated Intel HD;6112823
30008;Lenovo Yoga 6 Ryzen 7 Octa Core R7;AMD;Ryzen 7 Octa Core;16 GB;1 TB;SSD;18;"13"" FHD (1920x1080) | IPS Technology | 300 Nits Glossy | Touch";AMD Radeon Integrated AMD Radeonâ¢ Graphics;1905597
30009;ASUS TUF Gaming F15 Core i5 10th Gen;Intel;Core i5;8 GB;1 TB;SSD;5;15.6-inch, FHD (1920 x 1080) 16:9, anti-glare display, sRGB:62.5%, Adobe:47.1%, Refresh Rate:144Hz, Value IPS-level, Optimus;NVIDIA GeForce GTX 1650;13563413
30010;DELL Inspiron Pentium Silver;Intel;Pentium Silver;8 GB;256 GB;SSD;7;HD, AG Narrow Border;Intel Integrated UHD Graphics;6886891
30011;DELL Inspiron Athlon Dual Core 3050U;AMD;Athlon Dual Core;8 GB;256 GB;SSD;7;HD AG Narrow Border;AMD Radeon Radeon Graphics;6467613
30012;DELL Core i5 11th Gen;Intel;Core i5;16 GB;512 GB;SSD;13;Full HD WVA Infinity Edge;Intel Integrated Iris Xe;31230911
30013;Lenovo Yoga 7i Ryzen 7 Octa Core R7;AMD;Ryzen 7 Octa Core;16 GB;512 GB;SSD;10;35.5cms (14) FHD IPS (1920 x 1080) 300 nits, wide-viewing angle touchscreen, 72% NTSC, 16:9 aspect ratio, anti-glare;AMD Radeon Integrated AMD Radeon Graphics;2070700
30014;ASUS Ryzen 7 Dual Core 7th Gen;AMD;Ryzen 7 Dual Core;16 GB;512 GB;SSD;4;;NVIDIA GeForce RTX3050- 4GB;17317926
30015;ASUS Ryzen 3 Quad Core 3rd Gen;AMD;Ryzen 3 Quad Core;8 GB;256 GB;SSD;4;;AMD Radeon amd redeon;7711256
30016;ASUS ROG Flow X13 (2021) Ryzen 9 Octa Core Ryzen 9 5900HS 5th Gen;AMD;Ryzen 9 Octa Core;32 GB;1 TB;SSD;4;WUXGA LED Backlit Glossy IPS-Level Touch Display with Adaptive Sync (16:10 Aspect Ratio, 120 Hz Refresh Rate, 300 nits Brightness, 1000:1 Contrast Ratio, 72% NTSC Color Gamut, 100% sRGB, 75% Adobe, 75% DCI-P3, Pantone Validated);NVIDIA GeForce GTX 1650;27128913
30017;MSI GP66 Leopard Core i7 11th Gen;Intel;Core i7;16 GB;1 TB;SSD;3;Full HD IPS Display (100% sRGB);NVIDIA GeForce RTX 3070;33030949
30018;ASUS Vivobook 15 OLED Core i3 11th Gen;Intel;Core i3;8 GB;256 GB;SSD;3;15.6-inch, FHD (1920 x 1080) OLED 16:9 aspect ratio, LED Backlit, 0.2ms response time, 600nits peak brightness, 100% DCI-P3 color gamut, 1,000,000:1, VESA CERTIFIED Display HDR True Black 600, 1.07 billion colors, PANTONE Validated, Glossy display, 70% less harmful blue light, SGS Eye Care Display, Screen-to-body ratio: 85 ?;Intel Integrated IntelÂ® UHD Graphics;10015513
30019;realme Book Prime Core i5 11th Gen;Intel;Core i5;16 GB;512 GB;SSD;12;Quad HD, 60 Hz Refresh Rate;Intel Integrated Iris Xe;13563413
30020;realme Book Prime Core i5 11th Gen;Intel;Core i5;16 GB;512 GB;SSD;12;Quad HD, 60 Hz Refresh Rate;Intel Integrated Iris Xe;13563413
30021;realme Book Prime Core i5 11th Gen;Intel;Core i5;16 GB;512 GB;SSD;12;Quad HD, 60 Hz Refresh Rate;Intel Integrated Iris Xe;13563413
30022;DELL G15 Core i7 11th Gen;Intel;Core i7;16 GB;512 GB;SSD;10;Full HD, WVA AG, 300 nits, 165Hz, 100% RGB(SE), Narrow Border;NVIDIA GeForce RTX 3050 Ti;21702713
30023;DELL Ryzen 5 Hexa Core 5600H;AMD;Ryzen 5 Hexa Core;8 GB;512 GB;SSD;10;Full HD IPS Narrow 120Hz 250 nits 45%;NVIDIA GeForce RTX 3050;14502563
30024;Avita SATUS Celeron Dual Core;Intel;Celeron Dual Core;4 GB;128 GB;SSD;8;FHD, IPS;Intel Integrated UHD Graphics;4589313
30025;ASUS Vivobook S14 OLED (2022) Intel EVO Core i5 12th Gen;Intel;Core i5;16 GB;512 GB;SSD;3;OLED, (Peak brightness 600 Nits, 100% DCI-P3 color gamut);Intel Integrated Iris Xe Graphics;15650413
30026;ASUS Vivobook S14 OLED (2022) Intel EVO Core i7 12th Gen;Intel;Core i7;16 GB;512 GB;SSD;7;OLED, Anti-glare Display, Screen-to-Body Ratio: 85%, 16:9 Aspect Ratio, 90 Hz Refresh Rate, 600nits Peak Brightness, 100% DCI-P3 Color Gamut, Contrast Ratio: 1000000:1;Intel Integrated Iris Xe;19824413
30027;ASUS Zenbook 14 OLED (2022) Intel EVO Core i5 12th Gen;Intel;Core i5;16 GB;512 GB;SSD;3;OLED, Aspect Ratio: 16:10, 0.2ms Response Time, 90 Hz Refresh Rate, 400nits Brightness, 600nits Peak Brightness, 100% DCI-P3 Color Gamut, Contrast Ratio: 1000000:1, Color Depth: 1.07 Billion, Glossy Display, 70% Less Harmful Blue Light, SGS Eye Care Display, Screen-to-Body Ratio: 90%;Intel Integrated Iris Xe;18780913
30028;ASUS Zenbook 14X (2022) Space edition Intel EVO Core i7 12th Gen;Intel;Core i7;16 GB;1 TB;SSD;4;OLED, LED Backlit, Aspect Ratio: 16:10, 0.2ms Response Time, 90 Hz Refresh Rate, 550nits Peak Brightness, 100% DCI-P3 Color Gamut, Contrast Ratio: 1000000:1, Color Depth: 1.07 Billion, Glossy Display, 70% Less Harmful Blue Light, SGS Eye Care Display, Screen-to-Body Ratio: 92%;Intel Integrated Iris Xe;28172413
30029;ASUS Vivobook S14 OLED (2022) Intel EVO Core i5 12th Gen;Intel;Core i5;16 GB;512 GB;SSD;4;OLED, (Peak brightness 600 Nits, 100% DCI-P3 color gamut);Intel Integrated Iris Xe Graphics;15650413
30030;ASUS Zenbook 14 OLED (2022) Intel EVO Core i7 12th Gen;Intel;Core i7;16 GB;512 GB;SSD;3;OLED, Aspect Ratio: 16:10, 0.2ms Response Time, 90 Hz Refresh Rate, 400nits Brightness, 600nits Peak Brightness, 100% DCI-P3 Color Gamut, Contrast Ratio: 1000000:1, Color Depth: 1.07 Billion, Glossy Display, 70% Less Harmful Blue Light, SGS Eye Care Display, Screen-to-Body Ratio: 90%;Intel Integrated Iris Xe;21911413
30031;ASUS Vivobook S14 OLED (2022) Intel EVO Core i7 12th Gen;Intel;Core i7;16 GB;512 GB;SSD;5;OLED, (Peak brightness 600 Nits, 100% DCI-P3 color gamut);Intel Integrated Iris Xe Graphics;19824413
30032;ASUS Zenbook 14X (2022) Space edition Intel EVO Core i5 12th Gen;Intel;Core i5;16 GB;512 GB;SSD;3;OLED, LED Backlit, Aspect Ratio: 16:10, 0.2ms Response Time, 90 Hz Refresh Rate, 550nits Peak Brightness, 100% DCI-P3 Color Gamut, Contrast Ratio: 1000000:1, Color Depth: 1.07 Billion, Glossy Display, 70% Less Harmful Blue Light, SGS Eye Care Display, Screen-to-Body Ratio: 92%;Intel Integrated Iris Xe;23998413
30033;DELL Vostro 3405 Ryzen 5 Quad Core 3450U;AMD;Ryzen 5 Quad Core;8 GB;256 GB;SSD;10;Full HD LED Backlit Anti-glare Display;AMD Radeon Vega 8;8972013
30034;ASUS Ryzen 7 Hexa Core 10th Gen;AMD;Ryzen 7 Hexa Core;8 GB;512 GB;SSD;3;;NVIDIA GeForce RTX 3050 rts;16800350
30035;ASUS Ryzen 9 Octa Core 10th Gen;AMD;Ryzen 9 Octa Core;16 GB;512 GB;SSD;3;;NVIDIA GeForce RTX RTX3060-6GB;22328813
30036;ASUS Core i5 10th Gen;Intel;Core i5;8 GB;256 GB;SSD;3;;Intel Integrated intel;9063841
30037;ASUS Core i5 11th Gen;Intel;Core i5;8 GB;1 TB;SSD;5;;Intel Integrated Intel HD Graphics;13772113
30038;ASUS Ryzen 7 Quad Core 10th Gen;AMD;Ryzen 7 Quad Core;8 GB;512 GB;SSD;3;;NVIDIA GeForce GTX GTX 1650 4GB Graphics;17207106
30039;ASUS Core i5 11th Gen;Intel;Core i5;16 GB;512 GB;SSD;5;Full HD 16:9 aspect ratio, LED Backlit, IPS-level Panel, 250nits, 45% NTSC color gamut, Anti-glare display;Intel Integrated Iris Xe;12728613
30040;ASUS VivoBook 15 (2021) Core i5 10th Gen;Intel;Core i5;8 GB;512 GB;SSD;3;Full HD LED Backlit, IPS-level Panel, 250nits, 45% NTSC color gamut, Anti-glare display;Intel Integrated UHD;10015513
30041;DELL G15 Core i7 12th Gen;Intel;Core i7;16 GB;1 TB;SSD;10;QHD WVA AG 240 Hz 400 nits Gsync Discrete LBL Narrow Border;NVIDIA GeForce RTX 3060;29007213
30042;DELL G15 Core i5 12th Gen;Intel;Core i5;16 GB;512 GB;SSD;10;Full HD WVA AG 120Hz 250 nits Narrow Border;NVIDIA GeForce RTX 3050;18363513
30043;DELL G15 Core i7 12th Gen;Intel;Core i7;16 GB;512 GB;SSD;10;Full HD WVA AG 165Hz 300 nits Narrow Border;NVIDIA GeForce RTX 3060;26711513
30044;ASUS Core i3 11th Gen;Intel;Core i3;8 GB;256 GB;SSD;3;HD (16:9 aspect ratio, 200nits, 45% NTSC color gamut, Anti-glare display);Intel Integrated UHD;7719813
30045;DELL Core i5 11th Gen;Intel;Core i5;16 GB;512 GB;SSD;10;Full HD 120Hz 250 nits WVA Anti- Glare LED Backlit Narrow Border Display;NVIDIA GeForce RTX 3050;15546063
30046;DELL G15 Core i7 12th Gen;Intel;Core i7;16 GB;1 TB;SSD;10;Full HD WVA AG 165Hz 300 nits Narrow Border;NVIDIA GeForce RTX 3050 Ti;24520163
30047;DELL G15 Core i7 12th Gen;Intel;Core i7;16 GB;512 GB;SSD;10;Full HD WVA AG 120Hz 250 nits Narrow Border;NVIDIA GeForce RTX 3050 Ti;21911413
30048;DELL Core i5 11th Gen;Intel;Core i5;8 GB;512 GB;SSD;10;Full HD 120Hz 250 nits WVA Anti- Glare LED Backlit Narrow Border Display;NVIDIA GeForce RTX 3050;14502563
30049;acer Aspire 5 Core i5 11th Gen;Intel;Core i5;8 GB;512 GB;SSD;9;Full HD high-brightness Acer ComfyView LED-backlit TFT LCD;Intel Integrated Iris Xe;10432913
30050;ASUS VivoBook Ultra K15 OLED Core i3 11th Gen;Intel;Core i3;8 GB;1 TB;SSD;3;Full HD, OLED, 0.2ms response time, 600nits peak brightness, 100% DCI-P3 color gamut, VESA CERTIFIED Display HDR True Black 600, 1.07 billion colors, Glossy display;Intel Integrated UHD;10641613
30051;ASUS VivoBook 15 Core i3 10th Gen;Intel;Core i3;8 GB;1 TB;HDD;3;Full HD, LED Backlit, IPS-level Panel, 45% NTSC Color Gamut, Anti-Glare display;Intel Integrated UHD;6467613
30052;ASUS Core i5 11th Gen;Intel;Core i5;16 GB;512 GB;SSD;3;;Intel Integrated intel;1418095
30053;HP Core i5 11th Gen;Intel;Core i5;8 GB;512 GB;SSD;3;FHD, IPS, micro-edge, anti-glare (Brightness: 250 nits, 141 ppi Color Gamut: 45%NTSC);NVIDIA GeForce MX450;13563413
30054;HP Pavilion Ryzen 7 Octa Core 5825U;AMD;Ryzen 7 Octa Core;16 GB;512 GB;SSD;4;Full HD, IPS, micro-edge, Antiglare, Low Blue Light, Brightness: 400 nits, 157 ppi, Color Gamut: 100%sRGB;AMD Radeon AMD;1502619
30055;HP Pavilion Ryzen 5 Hexa Core 5625U;AMD;Ryzen 5 Hexa Core;16 GB;512 GB;SSD;4;Full HD, IPS, micro-edge, Antiglare, Low Blue Light, Brightness: 400 nits, 157 ppi, Color Gamut: 100%sRGB;AMD Radeon AMD;13127230
30056;ASUS Core i5 11th Gen;Intel;Core i5;8 GB;1 TB;SSD;3;;NVIDIA GeForce RTX RTX3050-4G;16466430
30057;acer Celeron Dual Core;Intel;Celeron Dual Core;4 GB;256 GB;SSD;8;HD, high-brightness Acer ComfyView LED-backlit TFT LCD;Intel Integrated UHD Graphics 600;5215413
30058;acer Celeron Dual Core;Intel;Celeron Dual Core;4 GB;128 GB;SSD;8;HD, High-brightness Acer ComfyView LED-backlit TFT LCD;Intel Integrated UHD Graphics 600;5006713
30059;acer Nitro 5 Core i5 11th Gen;Intel;Core i5;8 GB;512 GB;SSD;3;Full HD IPS (In-Plane Switching) technology, Acer ComfyView LED-backlit TFT LCD, 144 Hz refresh rate (16:9 Aspect Ratio);NVIDIA GeForce GTX 1650;13563413
30060;ASUS VivoBook 14 (2021) Celeron Dual Core;Intel;Celeron Dual Core;4 GB;256 GB;SSD;4;HD 16:9 aspect ratio, 200nits, 45% NTSC color gamut, Anti-glare display;Intel Integrated UHD;5424113
30061;acer Aspire 3 Core i5 11th Gen;Intel;Core i5;8 GB;512 GB;SSD;9;Full HD Acer ComfyView LED-backlit TFT LCD, 16:9 aspect ratio;Intel Integrated Iris Xe;10412043
30062;acer Nitro 5 Core i7 12th Gen;Intel;Core i7;16 GB;1 TB;SSD;3;Full HD IPS (In-Plane Switching) technology, Acer ComfyView LED-backlit TFT LCD, 144 Hz refresh rate (16:9 Aspect Ratio);NVIDIA GeForce RTX 3050 Ti;22954913
30063;HP Pavilion Gaming Ryzen 5 Hexa Core 5600H;AMD;Ryzen 5 Hexa Core;8 GB;512 GB;SSD;4;Full HD, 144 Hz, IPS Anti-Glare Micro-edge WLED-Backlit, Brightness: 250 nits, 141 ppi, Color Gamut: 45% NTSC;NVIDIA GeForce RTX 3050 Ti;16318253
30064;HP OMEN Core i7 12th Gen;Intel;Core i7;16 GB;1 TB;SSD;3;Full HD, 144 Hz, 7 ms Response Time, IPS, Micro Edge, Anti-glare, Low Blue Light, Brightness: 300 nits, 137 PPI, Color Gamut: 100% sRGB;NVIDIA GeForce RTX 3050 Ti;27126826
30065;Lenovo THINKBOOK 15 Core i3 11th Gen;Intel;Core i3;8 GB;512 GB;SSD;6;FULL HD;Intel Integrated INTEL UHD;11267713
30066;ASUS Ryzen 5 Quad Core 3rd Gen;AMD;Ryzen 5 Quad Core;8 GB;512 GB;SSD;5;;AMD Radeon;9370630
30067;DELL Inspiron Pentium Quad Core;Intel;Pentium Quad Core;8 GB;256 GB;SSD;7;HD AG Narrow Border;Intel Integrated UHD;7698943
30068;ASUS Core i5 11th Gen;Intel;Core i5;8 GB;1 TB;SSD;3;;Intel Integrated INTEL HD;13878550
30069;ASUS Ryzen 7 Quad Core 10th Gen;AMD;Ryzen 7 Quad Core;16 GB;512 GB;SSD;3;;AMD Radeon RTX3050- 4GB;18697433
30070;DELL Vostro 5000 Series Ryzen 5 Quad Core Ryzen 5;AMD;Ryzen 5 Quad Core;16 GB;512 GB;SSD;8;FHD+;AMD Radeon Intgrated;14379430
30071;DELL G15 Core i5 11th Gen;Intel;Core i5;16 GB;512 GB;SSD;10;Full HD WVA AG 250 nits 120Hz Narrow Border;NVIDIA GeForce RTX 3050Ti;19302663
30072;ASUS TUF Gaming F15 Core i7 12th Gen;Intel;Core i7;16 GB;512 GB;SSD;3;Full HD, IPS-level, 250nits, Contras 1000:1, NTSC 45%, SRGB 62.50%, Adobe 47.34%, Anti-glare display;NVIDIA GeForce RTX 3050 Ti;24415813
30073;ASUS ROG Strix SCAR 17 Core i9 12th Gen;Intel;Core i9;32 GB;1 TB;SSD;5;WQHD, IPS-level, 300nits, Contras 1000:1, Anti-glare display;NVIDIA GeForce RTX 3070 Ti;49042413
30074;ASUS ROG Strix SCAR 15 Core i9 12th Gen;Intel;Core i9;32 GB;1 TB;SSD;7;WQHD, IPS-level, 300nits, Contras 1000:1, Anti-glare display;NVIDIA GeForce RTX 3070 Ti;47998913
30075;HP Victus Ryzen 7 Octa Core 5800H;AMD;Ryzen 7 Octa Core;16 GB;512 GB;SSD;4;Full HD, 144 Hz, 7 ms response time, IPS, micro-edge, anti-glare, Low Blue Light, Brightness: 300 nits, 137 ppi;NVIDIA GeForce RTX 3050;21723791
30076;Lenovo IdeaPad Gaming 3i Ryzen 7 Octa Core R7;AMD;Ryzen 7 Octa Core;16 GB;512 GB;SSD;4;Full HD Anti-glare Display, 250nits Brightness, 120Hz, 45 Percent NTSC, DC Dimmer;NVIDIA GeForce RTX 3050;18306537
30077;Lenovo Yoga Slim 7 Core i5 11th Gen;Intel;Core i5;16 GB;512 GB;SSD;12;Full HD;Intel Integrated Intel;15859113
30078;Lenovo Yoga Slim 7 Core i7 11th Gen;Intel;Core i7;16 GB;512 GB;SSD;15;"14"" FHD (1920x1080) | IPS Technology | 300Nits Brightness |100% sRGB";Intel Integrated Iris Xe Graphics;16361036
30079;Lenovo Lenovo V15 Celeron Dual Core;Intel;Celeron Dual Core;4 GB;256 GB;SSD;6;;Intel Integrated Intel HD;6112823
30080;Lenovo Yoga 6 Ryzen 7 Octa Core R7;AMD;Ryzen 7 Octa Core;16 GB;1 TB;SSD;18;"13"" FHD (1920x1080) | IPS Technology | 300 Nits Glossy | Touch";AMD Radeon Integrated AMD Radeonâ¢ Graphics;1905597
30081;ASUS TUF Gaming F15 Core i5 10th Gen;Intel;Core i5;8 GB;1 TB;SSD;5;15.6-inch, FHD (1920 x 1080) 16:9, anti-glare display, sRGB:62.5%, Adobe:47.1%, Refresh Rate:144Hz, Value IPS-level, Optimus;NVIDIA GeForce GTX 1650;13563413
30082;DELL Inspiron Pentium Silver;Intel;Pentium Silver;8 GB;256 GB;SSD;7;HD, AG Narrow Border;Intel Integrated UHD Graphics;6886891
30083;DELL Inspiron Athlon Dual Core 3050U;AMD;Athlon Dual Core;8 GB;256 GB;SSD;7;HD AG Narrow Border;AMD Radeon Radeon Graphics;6467613
30084;DELL Core i5 11th Gen;Intel;Core i5;16 GB;512 GB;SSD;13;Full HD WVA Infinity Edge;Intel Integrated Iris Xe;31230911
30085;Lenovo Yoga 7i Ryzen 7 Octa Core R7;AMD;Ryzen 7 Octa Core;16 GB;512 GB;SSD;10;35.5cms (14) FHD IPS (1920 x 1080) 300 nits, wide-viewing angle touchscreen, 72% NTSC, 16:9 aspect ratio, anti-glare;AMD Radeon Integrated AMD Radeon Graphics;2070700
30086;ASUS Ryzen 7 Dual Core 7th Gen;AMD;Ryzen 7 Dual Core;16 GB;512 GB;SSD;4;;NVIDIA GeForce RTX3050- 4GB;17317926
30087;ASUS Ryzen 3 Quad Core 3rd Gen;AMD;Ryzen 3 Quad Core;8 GB;256 GB;SSD;4;;AMD Radeon amd redeon;7711256
30088;ASUS ROG Flow X13 (2021) Ryzen 9 Octa Core Ryzen 9 5900HS 5th Gen;AMD;Ryzen 9 Octa Core;32 GB;1 TB;SSD;4;WUXGA LED Backlit Glossy IPS-Level Touch Display with Adaptive Sync (16:10 Aspect Ratio, 120 Hz Refresh Rate, 300 nits Brightness, 1000:1 Contrast Ratio, 72% NTSC Color Gamut, 100% sRGB, 75% Adobe, 75% DCI-P3, Pantone Validated);NVIDIA GeForce GTX 1650;27128913
30089;MSI GP66 Leopard Core i7 11th Gen;Intel;Core i7;16 GB;1 TB;SSD;3;Full HD IPS Display (100% sRGB);NVIDIA GeForce RTX 3070;33030949
30090;ASUS Vivobook 15 OLED Core i3 11th Gen;Intel;Core i3;8 GB;256 GB;SSD;3;15.6-inch, FHD (1920 x 1080) OLED 16:9 aspect ratio, LED Backlit, 0.2ms response time, 600nits peak brightness, 100% DCI-P3 color gamut, 1,000,000:1, VESA CERTIFIED Display HDR True Black 600, 1.07 billion colors, PANTONE Validated, Glossy display, 70% less harmful blue light, SGS Eye Care Display, Screen-to-body ratio: 85 ?;Intel Integrated IntelÂ® UHD Graphics;10015513
30091;realme Book Prime Core i5 11th Gen;Intel;Core i5;16 GB;512 GB;SSD;12;Quad HD, 60 Hz Refresh Rate;Intel Integrated Iris Xe;13563413
30092;realme Book Prime Core i5 11th Gen;Intel;Core i5;16 GB;512 GB;SSD;12;Quad HD, 60 Hz Refresh Rate;Intel Integrated Iris Xe;13563413
30093;realme Book Prime Core i5 11th Gen;Intel;Core i5;16 GB;512 GB;SSD;12;Quad HD, 60 Hz Refresh Rate;Intel Integrated Iris Xe;13563413
30094;DELL G15 Core i7 11th Gen;Intel;Core i7;16 GB;512 GB;SSD;10;Full HD, WVA AG, 300 nits, 165Hz, 100% RGB(SE), Narrow Border;NVIDIA GeForce RTX 3050 Ti;21702713
30095;DELL Ryzen 5 Hexa Core 5600H;AMD;Ryzen 5 Hexa Core;8 GB;512 GB;SSD;10;Full HD IPS Narrow 120Hz 250 nits 45%;NVIDIA GeForce RTX 3050;14502563
30096;Avita SATUS Celeron Dual Core;Intel;Celeron Dual Core;4 GB;128 GB;SSD;8;FHD, IPS;Intel Integrated UHD Graphics;4589313
30097;DELL Ryzen 7 Octa Core 5800H;AMD;Ryzen 7 Octa Core;16 GB;512 GB;SSD;10;Full HD IPS Narrow 120Hz 250 nits 45%;NVIDIA GeForce RTX 3050;18843523
30098;HP Core i3 11th Gen;Intel;Core i3;8 GB;512 GB;SSD;5;FHD, micro-edge, anti-glare ( Brightness: 250 nits, 141 ppi, Color Gamut: 45%NTSC);Intel Integrated UHD Graphics;8554613
30099;DELL Ryzen 5 Hexa Core 5600H;AMD;Ryzen 5 Hexa Core;16 GB;512 GB;SSD;10;Full HD IPS Narrow 120Hz 250 nits 45%;NVIDIA GeForce RTX 3050;15441713
30100;ASUS VivoBook 14 (2021) Ryzen 5 Quad Core 3500U;AMD;Ryzen 5 Quad Core;8 GB;512 GB;SSD;4;Full HD LED Backlit, IPS-level Panel, 250nits, 45% NTSC color gamut, Anti-glare display;AMD Radeon Vega 8;9389413
30101;ASUS VivoBook Flip 14 Core i3 11th Gen;Intel;Core i3;8 GB;256 GB;SSD;3;FHD, IPS-level Panel (250nits Brightness, 45% NTSC color gamut);Intel Integrated UHD Graphics;10432913
30102;ASUS VivoBook 15 (2021) Core i5 10th Gen;Intel;Core i5;8 GB;1 TB;HDD;3;Full HD LED Backlit, IPS-level Panel, 250nits, 45% NTSC color gamut, Anti-glare display;Intel Integrated UHD;8972013
30103;ASUS Celeron Dual Core;Intel;Celeron Dual Core;4 GB;128 GB;SSD;4;HD, Anti-glare display ( Brightness 220nits, Color gamut NTSC: 45%);Intel Integrated UHD Graphics;5217291
30104;ASUS Celeron Dual Core;Intel;Celeron Dual Core;4 GB;128 GB;SSD;4;HD, Wide view ( Brightness 250 nits, Color gamut NTSC 50%);Intel Integrated UHD Graphics;6258913
30105;ASUS VivoBook K15 OLED Ryzen 7 Octa Core 5700U;AMD;Ryzen 7 Octa Core;16 GB;512 GB;SSD;3;FHD, Glossy display (600 nits peak brightness, 100% DCI-P3 color gamut);AMD Radeon Radeon Graphics;13563413
30106;ASUS VivoBook Flip 14 Core i5 11th Gen;Intel;Core i5;8 GB;512 GB;SSD;5;FHD, IPS-level Panel (250 nits Brightness, 45% NTSC color gamut);Intel Integrated Iris Xe Graphics;13354713
30107;ASUS VivoBook K15 OLED Ryzen 7 Octa Core 5700U;AMD;Ryzen 7 Octa Core;16 GB;512 GB;SSD;3;FHD, Glossy display (600 nits peak brightness, 100% DCI-P3 color gamut);AMD Radeon Radeon Graphics;13563413
30108;ASUS VivoBook 15 (2022) Celeron Quad Core;Intel;Celeron Quad Core;4 GB;256 GB;SSD;3;HD LED Backlit 200nits, 45% NTSC color gamut, Anti-glare display;Intel Integrated UHD;5632813
30109;ASUS VivoBook Flip 14 Core i3 11th Gen;Intel;Core i3;8 GB;512 GB;SSD;5;FHD, IPS-level Panel (250nits Brightness, 45% NTSC color gamut);Intel Integrated UHD Graphics;11059013
30110;ASUS VivoBook 15 (2021) Core i3 10th Gen;Intel;Core i3;8 GB;512 GB;SSD;5;Full HD LED Backlit, IPS-level Panel, 250nits, 45% NTSC color gamut, Anti-glare display;Intel Integrated UHD;8137213
30111;ASUS VivoBook 14 (2021) Ryzen 7 Quad Core 3700U;AMD;Ryzen 7 Quad Core;16 GB;512 GB;SSD;5;Full HD LED Backlit, IPS-level Panel, 250nits, 45% NTSC color gamut, Anti-glare display;AMD Radeon RX Vega 10;11059013
30112;ASUS VivoBook 15 (2021) Core i3 11th Gen;Intel;Core i3;8 GB;1 TB;HDD;4;HD LED Backlit 200nits, 45% NTSC color gamut, Anti-glare display;Intel Integrated UHD;7302413
30113;ASUS VivoBook 15 (2021) Core i3 11th Gen;Intel;Core i3;8 GB;1 TB;SSD;5;Full HD LED Backlit, 200nits, 45% NTSC color gamut, Anti-glare display;Intel Integrated UHD;8554613
30114;HP Pavilion Ryzen 5 Hexa Core 5625U;AMD;Ryzen 5 Hexa Core;8 GB;512 GB;SSD;4;FHD, IPS, micro-edge, Bright view (Brightness: 250 nits, 141 ppi, Color Gamut: 45%NTSC);AMD Radeon Radeon Graphics;12937313
30115;HP Envy Core i9 11th Gen;Intel;Core i9;32 GB;1 TB;SSD;3;4K Ultra HD, OLED, Multi-touch Enabled, UWVA, Edge-to-Edge Glass, Micro Edge, Low Blue Light, Flicker Free, Brightness: 400 nits, 282 ppi, Color Gamut: 100% DCI-P3;NVIDIA GeForce RTX 3060;43449253
30116;HP Chromebook Celeron Quad Core;Intel;Celeron Quad Core;4 GB;64 GB;EMMC;4;HD, touch, micro-edge, BrightView, (Brightness: 220 nits, 112 ppi, Color Gamut: 45% NTSC);Intel Integrated UHD Graphics;5737163
30117;HP Chromebook Celeron Dual Core;Intel;Celeron Dual Core;4 GB;64 GB;EMMC;4;HD, touch, micro-edge, BrightView (Brightness: 220 nits, 112 ppi, Color Gamut: 45% NTSC);Intel Integrated UHD Graphics;5737163
30118;HP Envy Core i7 11th Gen;Intel;Core i7;16 GB;1 TB;SSD;7;4K UHD, OLED, multitouch-enabled, UWVA, edge-to-edge glass, micro-edge, Low Blue Light, Flicker Free ( Brightness: 400 nits, 282 ppi, Color Gamut: 100% DCI-P3);NVIDIA GeForce RTX RTX 3050;34057753
30119;HP Pavilion Ryzen 5 Hexa Core 5625U;AMD;Ryzen 5 Hexa Core;8 GB;512 GB;SSD;9;FHD,IPS, micro-edge, Brightview (Brightness: 250 nits, 157 ppi, Color Gamut: 45%NTSC);AMD Radeon Radeon Graphics;11476413
